code,malepop,femalepop,totalpop,setai,inc_mov_dom,inc_mov_intl,inc_born,inc_other,dec_mov_dom,dec_mov_intl,dec_deaths,dec_other
000000,60663248,63667433,124330690,61287994,5206486,807146,710427,58910,5232024,376536,1608923,119971
010006,2387307,2657518,5044825,2812839,224321,25673,22877,1736,231521,12556,76433,3255
011002,914781,1040897,1955678,1113832,113788,6895,9669,456,103206,3437,24381,1034
011011,111745,134171,245916,154486,20242,1322,1182,73,18377,600,2745,204
011029,135510,148823,284333,157878,14889,1634,1396,52,13635,911,3478,219
011037,123914,136504,260418,147673,14578,568,1362,111,13063,292,3061,162
011045,101647,111884,213531,129155,13739,592,1182,58,12249,288,2674,115
011053,104954,122138,227092,136235,16129,691,1255,61,14559,347,2628,99
011061,61942,71395,133337,73737,6803,601,546,19,6312,212,2121,57
011070,101124,117711,218835,121919,12159,434,1229,38,10556,224,2639,54
011088,56271,67022,123293,67243,5948,365,454,17,5410,216,1643,73
011096,65855,73955,139810,71789,5549,431,636,16,5108,177,1949,20
011100,51819,57294,109113,53717,3752,257,427,11,3937,170,1443,31
012025,107727,128788,236515,138313,7514,570,904,190,8128,255,4400,98
012033,47245,57187,104432,60297,2855,365,311,22,3331,128,2126,43
012041,146486,169697,316183,177167,9078,647,1425,84,9754,342,5282,109
012050,36084,38771,74855,43062,2546,223,346,33,3221,107,1469,15
012068,72445,81826,154271,91270,4814,606,604,26,6252,253,2732,61
012076,76719,84091,160810,90252,6530,590,888,57,7092,331,2229,63
012084,52486,57560,110046,61448,3700,235,487,36,4126,97,1887,42
012092,2884,3223,6107,3733,147,59,6,3,266,36,212,5
012106,34633,39571,74204,40440,2289,102,275,11,2601,72,1309,13
012114,15772,16427,32199,17876,1364,162,160,53,1773,66,536,11
012122,8784,9385,18169,10540,753,32,69,14,1050,22,321,1
012131,81259,84331,165590,91421,5614,483,779,47,5638,266,2216,59
012149,15022,15314,30336,17031,1120,278,113,10,1568,88,471,4
012157,8741,9686,18427,10596,450,32,43,0,634,16,420,4
012165,5191,6052,11243,6721,275,12,32,4,362,5,282,2
012173,56089,61966,118055,59860,4472,259,542,28,4151,186,1565,30
012181,3850,4614,8464,5244,228,24,19,2,284,12,252,2
012190,9278,10482,19760,11560,650,391,76,5,1046,166,390,20
012203,7844,8596,16440,8731,418,149,55,0,751,32,259,9
012211,12008,12734,24742,13703,1046,49,123,10,1457,16,388,1
012220,3354,3914,7268,4385,275,5,24,1,288,4,209,1
012238,10709,11759,22468,12074,705,230,96,6,1054,87,420,14
012246,49513,47842,97355,52491,5485,424,608,24,5981,191,982,31
012254,17316,19199,36515,20643,1437,48,162,20,1802,27,629,3
012262,7066,8165,15231,8420,546,22,74,7,636,11,290,1
012271,1244,1340,2584,1613,68,13,8,0,101,4,68,0
012289,8520,9809,18329,10244,579,74,68,6,759,15,386,2
012297,9281,10343,19624,10586,799,391,83,11,1068,198,327,16
012301,20851,22764,43615,23891,1417,176,164,6,1750,66,778,5
012319,34249,36197,70446,36137,3257,464,378,23,3047,120,825,38
012335,14437,16771,31208,17380,1029,131,115,11,1196,80,614,10
012343,26995,29500,56495,28394,2175,151,202,20,2156,70,724,6
012351,27641,29502,57143,28708,1766,197,258,12,1744,129,831,31
012360,20159,22651,42810,22074,1198,125,173,21,1627,41,683,16
013030,7392,7721,15113,7784,614,57,56,13,655,31,219,8
013048,1320,1410,2730,1341,68,8,7,0,95,5,61,0
013315,2757,3061,5818,3579,160,7,11,3,224,3,163,3
013323,1582,1796,3378,1900,98,9,11,1,104,5,99,0
013331,1865,1918,3783,1962,126,0,14,0,164,16,66,9
013340,1655,1873,3528,1982,96,7,11,0,130,2,98,0
013374,12558,14581,27139,14036,903,76,127,9,976,60,475,9
013439,1669,1839,3508,1857,107,48,8,2,120,41,62,4
013455,6326,7256,13582,7464,352,246,44,6,531,134,254,12
013463,7202,7312,14514,7956,659,156,62,3,754,134,238,19
013471,2224,2472,4696,2766,193,124,24,4,244,85,124,13
013617,3186,3421,6607,3971,315,8,26,2,404,6,151,3
013625,1926,2207,4133,2336,105,8,15,1,148,5,96,1
013633,1564,1705,3269,1768,83,15,7,1,146,6,89,1
013641,1413,1694,3107,1721,65,2,6,1,111,4,101,0
013676,1120,1018,2138,1339,129,0,8,0,218,1,49,0
013706,2147,2297,4444,2341,113,8,7,0,196,2,109,0
013714,3186,3544,6730,3777,184,26,19,2,246,5,197,1
013919,617,629,1246,744,23,1,3,2,45,0,24,0
013927,1302,1327,2629,1554,89,24,13,1,127,3,56,6
013935,1169,1277,2446,1374,112,11,5,1,193,4,57,2
013943,2178,2323,4501,2460,264,82,15,3,235,23,84,17
013951,2830,2721,5551,3260,370,714,22,19,472,361,54,168
013960,996,942,1938,1002,112,73,8,1,141,34,32,1
013978,1046,972,2018,1197,149,212,6,0,216,80,24,65
013986,958,970,1928,1161,116,39,7,1,138,8,36,10
013994,1358,1418,2776,1459,158,48,11,7,178,16,48,6
014001,8967,8153,17120,10777,1365,2861,88,42,1579,1521,134,507
014010,2741,2623,5364,2761,293,30,43,1,351,16,64,2
014028,5177,5736,10913,6382,456,46,34,5,468,20,229,5
014036,698,722,1420,842,70,3,6,0,81,1,41,0
014044,358,382,740,447,19,1,0,0,21,0,16,0
014052,795,907,1702,983,53,1,9,0,81,0,50,0
014061,1218,1371,2589,1623,55,14,8,0,67,7,69,1
014079,1489,1562,3051,1679,228,109,19,8,186,107,55,5
014087,7875,9079,16954,9475,662,94,70,6,687,41,366,6
014095,804,688,1492,1039,152,474,4,1,164,220,12,96
014231,3826,4107,7933,3758,429,52,57,4,247,29,114,4
014249,2242,2462,4704,2583,149,8,15,1,179,6,101,2
014257,1102,1258,2360,1483,75,8,4,2,107,4,77,0
014273,2160,2367,4527,2271,111,8,13,2,173,9,87,0
014281,4766,5171,9937,4880,279,23,51,1,271,15,184,4
014290,4986,5667,10653,5688,329,20,35,0,420,7,206,3
014303,1419,1313,2732,1538,96,5,13,44,175,2,66,4
014311,762,815,1577,776,40,6,7,0,52,0,29,0
014320,2904,3325,6229,2968,142,22,33,1,164,9,107,1
014338,1211,1354,2565,1354,57,4,6,0,78,4,55,0
014346,1025,1157,2182,1061,66,4,10,0,84,2,41,0
014362,997,1047,2044,1033,47,2,5,0,73,0,46,0
014371,752,841,1593,777,46,1,4,0,48,0,43,4
014389,1356,1442,2798,1445,112,2,12,0,109,1,58,0
014524,3088,3375,6463,3074,185,4,33,0,222,12,109,1
014532,4641,5134,9775,4426,347,25,38,5,340,11,148,3
014541,2816,3238,6054,3036,177,11,31,1,186,5,111,0
014559,1619,1806,3425,1763,88,13,13,0,82,8,70,0
014567,1151,1267,2418,1288,73,59,1,0,148,4,43,0
014575,1458,1627,3085,1882,164,68,10,4,196,42,70,3
014583,4047,4626,8673,4373,492,316,37,13,500,118,130,13
014591,4351,4932,9283,4803,368,39,35,4,363,35,193,4
014605,4919,4787,9706,5181,497,67,49,9,723,25,163,9
014613,2116,2370,4486,2140,196,33,12,0,237,10,85,2
014621,1143,1093,2236,1293,104,16,8,1,146,4,25,6
014630,829,761,1590,1177,220,430,7,6,360,227,14,63
014648,1343,1464,2807,1462,65,7,7,1,112,2,61,1
014656,1343,1385,2728,1399,68,8,7,2,120,1,45,2
014681,1365,1471,2836,1597,100,13,6,0,154,12,51,1
014699,1778,1903,3681,2025,154,20,11,2,203,9,83,0
014702,316,285,601,418,69,2,2,0,103,0,5,0
014711,661,608,1269,707,68,0,5,0,81,0,27,0
014729,601,621,1222,683,56,3,6,0,72,1,30,1
014818,1652,1968,3620,2074,88,23,8,3,131,17,78,1
014826,1279,1385,2664,1494,66,25,4,3,116,31,62,6
014834,1301,1365,2666,1433,96,11,14,0,112,9,81,0
014842,2878,3067,5945,3317,221,24,11,0,315,4,125,2
014851,499,506,1005,500,36,4,2,0,66,2,15,0
014869,1098,1160,2258,1259,76,6,10,0,119,5,43,2
014877,1361,1281,2642,1444,126,22,9,2,197,9,41,2
015113,1260,1329,2589,1264,74,59,9,9,111,55,42,2
015121,1564,1657,3221,1826,155,30,14,6,187,20,69,7
015130,739,733,1472,827,67,1,5,0,84,1,20,0
015148,3432,3767,7199,3881,256,100,36,3,326,58,109,3
015164,1807,1708,3515,1917,140,11,15,0,165,8,60,1
015172,1122,1061,2183,1182,126,37,5,0,176,14,37,11
015181,914,916,1830,1008,88,1,9,1,105,0,29,0
015199,1047,1104,2151,1197,122,16,11,0,147,3,42,0
015202,1066,976,2042,1181,111,12,11,0,161,3,30,0
015431,8437,8892,17329,9189,515,73,63,5,808,14,316,2
015440,1953,2017,3970,2133,102,8,8,2,148,0,102,0
015458,5186,5327,10513,5458,416,191,49,3,578,94,164,4
015466,1792,1830,3622,1670,109,3,14,0,132,1,86,0
015474,2072,2270,4342,2037,137,13,17,1,162,4,75,0
015491,2166,2282,4448,2090,136,23,16,9,172,13,84,0
015504,1168,1375,2543,1351,98,11,4,0,110,5,63,0
015521,2151,2495,4646,2460,151,88,20,4,186,39,79,1
015555,8584,9062,17646,9622,647,43,79,9,849,17,324,10
015598,3776,4125,7901,4042,257,99,28,3,277,31,149,12
015601,1074,1134,2208,1275,75,10,6,2,114,6,58,0
015610,1723,1772,3495,1830,152,63,17,1,226,25,50,1
015628,486,470,956,639,48,18,3,0,73,7,14,0
015636,1936,2097,4033,2224,126,112,17,2,188,44,82,3
015644,3166,3275,6441,2979,168,11,30,0,247,1,145,1
015717,1679,1812,3491,2021,157,47,11,1,179,20,72,12
015750,1118,1195,2313,1312,103,41,6,1,139,26,61,3
015784,7173,7922,15095,9169,493,108,43,6,606,37,352,11
015814,2146,2081,4227,2101,192,21,12,4,231,14,63,0
015849,3651,4255,7906,4742,338,143,14,1,386,66,197,9
015857,3597,3617,7214,3982,421,82,30,2,469,12,150,1
015865,3582,3639,7221,4038,331,172,27,0,457,18,139,18
016012,5641,5263,10904,6227,493,138,49,17,675,24,170,31
016021,2188,2247,4435,2377,192,55,13,0,264,19,78,3
016047,2519,2492,5011,2797,229,93,16,3,346,34,83,4
016071,5726,5505,11231,6642,609,142,49,6,785,27,202,14
016080,1829,1948,3777,2031,84,11,7,2,139,5,82,2
016098,2045,2015,4060,1989,118,57,18,6,210,24,69,14
016101,9978,10251,20229,11281,870,78,91,7,1009,42,351,6
016314,20288,22395,42683,20981,1484,339,221,10,1699,74,556,13
016322,2819,2871,5690,2737,190,43,28,0,262,41,92,5
016331,2381,2377,4758,2587,274,64,22,6,256,47,82,7
016349,2401,2527,4928,2460,195,30,25,1,292,27,62,3
016357,2759,2744,5503,3294,294,233,18,13,302,147,113,24
016365,4368,4387,8755,4657,362,89,38,3,414,61,167,2
016373,8480,9293,17773,8033,556,48,85,1,590,27,253,2
016381,1851,1972,3823,1917,163,18,20,1,192,13,58,2
016390,1514,1570,3084,1362,105,2,25,0,130,0,46,1
016411,2670,2596,5266,2805,270,89,25,0,320,48,83,4
016420,2842,3038,5880,3123,205,14,25,7,249,13,117,1
016438,11994,13275,25269,12671,805,91,116,8,933,66,364,5
016446,2777,3129,5906,3213,186,2,24,0,195,11,111,1
016454,1418,1460,2878,1463,189,32,18,0,229,16,52,1
016462,2965,3081,6046,3328,249,14,25,2,305,8,116,5
016471,2950,3002,5952,3198,197,8,18,1,302,6,134,2
016489,1063,1057,2120,1248,92,12,5,4,91,13,48,0
016497,2028,2080,4108,2163,126,25,18,0,170,6,77,3
016616,8744,9636,18380,9638,814,22,65,10,911,29,228,5
016624,3883,4312,8195,4210,240,61,36,3,309,47,179,5
016632,2559,2687,5246,2546,201,88,23,7,291,31,79,5
016641,3357,3479,6836,3583,258,47,22,1,334,24,127,6
016659,3099,3333,6432,3696,228,20,31,1,334,23,128,3
016675,1222,1210,2432,1187,114,14,11,0,111,18,44,0
016683,3289,3714,7003,3942,186,68,21,1,210,50,133,7
016918,7123,6841,13964,6822,541,115,64,10,666,112,179,19
016926,11004,11253,22257,11513,902,129,128,11,1020,60,266,7
016934,2315,2483,4798,2369,175,35,25,1,196,22,65,4
016942,2159,2108,4267,2003,133,30,9,2,201,11,59,3
016951,0,0,0,0,0,0,0,0,0,0,0,0
016969,0,0,0,0,0,0,0,0,0,0,0,0
016977,0,0,0,0,0,0,0,0,0,0,0,0
016985,0,0,0,0,0,0,0,0,0,0,0,0
016993,0,0,0,0,0,0,0,0,0,0,0,0
017001,0,0,0,0,0,0,0,0,0,0,0,0
020001,562295,623472,1185767,592182,29814,2439,5133,279,35220,1382,20528,346
022012,123008,140504,263512,136186,6193,383,1211,88,7424,176,4230,53
022021,73636,85852,159488,80407,4052,395,717,25,4701,182,2730,46
022039,103104,111976,215080,110032,5538,434,1049,46,6438,343,3287,101
022047,14224,16204,30428,14030,648,77,130,3,828,54,543,8
022055,22829,26982,49811,25546,1233,78,184,3,1319,37,932,23
022063,27434,29927,57361,28148,1434,123,206,8,1689,63,965,21
022071,18580,18800,37380,19491,1846,166,218,10,2123,131,493,12
022080,25212,26394,51606,28071,1659,65,202,23,2114,32,938,3
022098,13535,15271,28806,13396,517,37,96,4,721,17,579,3
022101,13832,15521,29353,12390,579,50,155,4,631,22,488,7
023001,9192,10064,19256,9742,321,49,46,3,462,7,475,7
023019,4638,5092,9730,4729,147,26,29,1,210,5,204,2
023035,998,1098,2096,1264,35,0,1,2,61,0,72,2
023043,1181,1253,2434,1122,31,0,4,0,52,0,44,0
023078,2375,2621,4996,2627,108,23,12,0,139,2,155,3
023205,7215,8093,15308,7824,249,26,25,2,377,24,386,3
023213,3999,4506,8505,4339,151,11,14,1,212,12,204,2
023230,3216,3587,6803,3485,98,15,11,1,165,12,182,1
023400,568,642,1210,530,30,0,7,0,29,0,40,0
023434,568,642,1210,530,30,0,7,0,29,0,40,0
023604,13928,15842,29770,13164,617,21,122,4,639,10,583,6
023612,6711,7589,14300,6208,319,15,70,0,299,3,224,0
023621,3787,4444,8231,4036,124,1,22,3,180,4,202,3
023671,3430,3809,7239,2920,174,5,30,1,160,3,157,3
023809,15445,17710,33155,15581,625,50,99,11,756,23,695,2
023817,5617,6581,12198,5399,228,14,48,0,258,7,272,0
023841,5390,6150,11540,5354,203,14,35,8,264,7,205,0
023876,4438,4979,9417,4828,194,22,16,3,234,9,218,2
024007,44784,46499,91283,43316,2724,389,428,24,2876,232,1617,37
024015,5545,6310,11855,6305,290,82,40,2,298,41,240,7
024023,6729,7285,14014,6790,287,38,41,2,335,22,316,1
024058,5203,5348,10551,4705,273,55,52,1,328,18,185,13
024066,2038,2010,4048,2123,76,16,9,0,125,11,98,0
024082,7781,8224,16005,7258,306,77,64,1,424,63,304,6
024112,5314,4314,9628,5037,437,40,51,1,470,18,147,2
024121,12174,13008,25182,11098,1055,81,171,17,896,59,327,8
024201,6852,6532,13384,6906,325,16,44,8,528,5,312,2
024236,2381,2268,4649,2461,123,3,22,2,170,1,100,1
024244,2896,2657,5553,2755,153,13,20,6,246,3,127,1
024252,746,808,1554,842,29,0,2,0,57,1,37,0
024261,829,799,1628,848,20,0,0,0,55,0,48,0
024406,28917,30659,59576,27422,1224,80,194,13,1565,24,1235,12
024414,4208,4559,8767,4112,168,20,14,2,258,3,198,0
024422,7395,7890,15285,6972,271,13,44,4,375,4,320,1
024431,2278,2440,4718,2055,74,5,13,1,94,0,98,0
024457,7697,8488,16185,7377,299,23,59,2,364,11,362,4
024465,6311,6251,12562,6023,378,19,57,4,419,6,202,6
024503,1028,1031,2059,883,34,0,7,0,55,0,55,1
030007,557528,596372,1153900,534966,30880,2801,4929,166,35859,1354,19678,334
032018,131015,146408,277423,138578,9487,555,1490,37,10250,282,3818,82
032026,21895,23737,45632,22418,838,27,155,1,1330,18,899,8
032034,15307,16752,32059,14722,613,117,119,7,957,23,644,18
032051,43051,46816,89867,39002,2105,241,362,15,2294,110,1524,22
032069,45802,45288,91090,42022,3528,280,468,22,3348,142,1244,21
032077,15085,16131,31216,15332,638,65,111,14,962,55,586,9
032085,11543,12387,23930,10658,476,40,90,1,628,36,536,5
032093,51511,53994,105505,46286,2167,316,363,13,2668,137,2082,22
032107,8291,8935,17226,7579,336,22,53,1,448,15,361,9
032115,13825,15109,28934,15367,642,107,118,1,1039,84,696,17
032131,11464,12693,24157,11680,531,45,87,1,683,16,461,2
032140,11215,11964,23179,10787,479,339,60,4,629,101,498,16
032158,52616,55182,107798,46554,2112,266,451,25,2705,122,1962,14
032166,26774,27639,54413,24238,1849,55,271,6,2090,41,548,22
033006,15569,16261,31830,14280,653,75,103,2,816,45,698,19
033014,7263,7732,14995,6361,289,21,58,0,336,21,307,10
033022,2639,2654,5293,2629,107,12,16,0,138,4,133,0
033031,5667,5875,11542,5290,257,42,29,2,342,20,258,9
033201,28285,30559,58844,24324,2040,46,286,5,1941,28,801,8
033219,15766,16918,32684,13102,937,31,151,0,851,13,471,4
033227,12519,13641,26160,11222,1103,15,135,5,1090,15,330,4
033600,2199,2460,4659,2168,68,16,3,0,129,11,128,0
033669,2199,2460,4659,2168,68,16,3,0,129,11,128,0
033804,7762,7357,15119,6503,616,45,65,4,566,10,211,7
033812,7762,7357,15119,6503,616,45,65,4,566,10,211,7
034002,3267,3467,6734,2607,136,3,19,0,146,6,131,0
034029,3267,3467,6734,2607,136,3,19,0,146,6,131,0
034401,2316,2365,4681,2067,72,30,6,0,119,2,110,13
034410,2316,2365,4681,2067,72,30,6,0,119,2,110,13
034606,5012,5480,10492,5232,212,25,44,3,283,7,211,0
034614,5012,5480,10492,5232,212,25,44,3,283,7,211,0
034801,13278,13600,26878,12859,533,31,86,2,774,22,593,2
034827,6792,7062,13854,6408,273,6,54,1,427,8,284,1
034835,3864,3979,7843,4055,135,20,20,0,186,8,176,0
034843,1464,1424,2888,1334,72,1,4,1,81,5,81,0
034851,1158,1135,2293,1062,53,4,8,0,80,1,52,1
035009,15318,16313,31631,14288,535,45,97,2,726,20,686,14
035017,3873,4034,7907,3651,120,10,29,0,182,6,193,5
035033,1898,2003,3901,1678,72,2,14,0,92,1,66,3
035068,2411,2673,5084,2190,73,21,13,2,139,2,119,3
035076,7136,7603,14739,6769,270,12,41,0,313,11,308,3
035203,5128,5475,10603,5415,214,10,22,0,328,21,250,4
035246,5128,5475,10603,5415,214,10,22,0,328,21,250,4
040002,1084679,1140301,2224980,1052122,94295,7426,11446,1042,98026,3596,28980,1016
041009,514228,549914,1064142,548719,60175,4567,6278,641,59899,2110,11272,600
041017,142144,154194,296338,162453,18099,2628,1650,224,17660,1166,3206,254
041025,91422,96119,187541,98847,12399,586,1245,149,12927,230,1795,109
041033,67418,70755,138173,71967,8598,376,857,79,8556,165,1375,55
041041,113354,121356,234710,115895,12137,526,1513,126,11438,209,2645,72
041050,99890,107490,207380,99557,8942,451,1013,63,9318,340,2251,110
042021,64279,68168,132447,62480,2814,416,590,21,3654,234,2172,45
042030,24782,26944,51726,24416,1677,214,203,8,1554,91,747,42
042056,27112,29188,56300,26145,1029,172,179,12,1530,84,1126,4
042064,15045,15524,30569,14011,649,126,92,8,928,36,566,5
042072,39174,40618,79792,33971,3443,175,484,19,3200,68,764,17
042081,13181,13288,26469,11524,744,57,78,7,778,42,506,8
042099,30573,31055,61628,28380,3389,86,387,31,3529,60,691,46
042111,21360,21777,43137,19110,1789,178,218,9,1884,77,504,40
042129,35324,36595,71919,27171,1212,110,270,33,1645,55,1323,21
042137,29512,31006,60518,24837,970,161,170,79,1359,78,1322,13
042145,18512,19363,37875,16747,1097,51,197,5,1238,26,545,9
042153,60130,61905,122035,53069,3102,185,607,64,3686,121,1846,46
042161,25793,26659,52452,20699,1853,57,294,7,1750,50,372,5
043001,5992,6137,12129,5248,350,66,39,6,340,35,248,8
043010,5392,5524,10916,4656,292,63,36,6,307,29,214,5
043028,600,613,1213,592,58,3,3,0,33,6,34,3
043206,38404,38978,77382,34422,2735,151,321,20,3105,98,1128,22
043214,11439,11858,23297,10540,926,51,109,1,962,26,327,6
043222,4931,4885,9816,4103,231,16,24,0,322,5,189,0
043231,18084,18247,36331,16365,1396,67,159,16,1584,39,470,14
043249,3950,3988,7938,3414,182,17,29,3,237,28,142,2
043401,5845,5726,11571,4878,179,34,29,7,282,26,276,5
043419,5845,5726,11571,4878,179,34,29,7,282,26,276,5
043605,21839,22413,44252,18359,1240,74,198,14,1221,39,647,6
043613,16181,16644,32825,13481,921,38,162,13,931,29,423,3
043621,5658,5769,11427,4878,319,36,36,1,290,10,224,3
044008,32678,33623,66301,27154,2193,117,326,22,2180,74,853,18
044016,6250,6635,12885,5723,328,25,37,4,333,5,253,3
044041,8741,8812,17553,6954,454,66,69,4,557,29,245,4
044067,17687,18176,35863,14477,1411,26,220,14,1290,40,355,11
044202,20908,19972,40880,17591,1790,210,206,13,1839,82,514,21
044211,14392,13469,27861,12521,1407,86,167,11,1403,53,304,14
044229,3727,3753,7480,2946,182,116,20,2,265,22,133,4
044245,2789,2750,5539,2124,201,8,19,0,171,7,77,3
044407,13350,13723,27073,10351,567,39,102,4,787,32,494,18
044440,2969,3134,6103,2091,126,4,29,3,216,3,105,0
044458,10381,10589,20970,8260,441,35,73,1,571,29,389,18
045004,18175,18900,37075,15356,929,57,122,6,1112,22,722,6
045012,7014,7235,14249,5966,259,31,39,1,411,9,288,1
045055,11161,11665,22826,9390,670,26,83,5,701,13,434,5
045802,2842,2968,5810,3054,179,79,14,1,225,33,113,10
045811,2842,2968,5810,3054,179,79,14,1,225,33,113,10
046001,5641,5857,11498,4430,190,44,42,5,301,23,229,1
046060,5641,5857,11498,4430,190,44,42,5,301,23,229,1
050008,430112,477481,907593,423081,18329,1541,3309,205,21686,1022,17411,292
052019,138499,155230,293729,147053,7274,710,1353,90,7936,535,4428,115
052027,21990,25257,47247,23820,992,78,145,6,1169,27,1086,26
052035,38410,42367,80777,33817,1361,107,298,23,1715,78,1660,13
052043,30972,34520,65492,31131,1249,107,247,10,1560,53,1290,25
052060,11095,12260,23355,12197,392,27,42,3,499,15,604,5
052078,19057,20427,39484,17327,589,55,77,3,874,24,866,7
052094,12912,14157,27069,12429,494,64,69,9,666,20,591,4
052108,34042,36367,70409,30870,1206,100,265,20,1461,71,1348,25
052116,14840,16431,31271,14255,748,36,143,3,732,20,523,8
052124,34802,38992,73794,31533,1325,58,256,17,1563,44,1461,1
052132,13141,14693,27834,13381,456,38,77,1,590,22,650,12
052141,10677,11398,22075,9276,466,33,50,1,477,17,438,6
052159,10618,12241,22859,10255,337,36,68,3,504,12,511,1
053007,2058,2363,4421,2206,102,17,13,1,135,17,109,1
053031,2058,2363,4421,2206,102,17,13,1,135,17,109,1
053201,902,967,1869,1012,45,0,4,0,53,0,85,0
053279,902,967,1869,1012,45,0,4,0,53,0,85,0
053406,10796,12206,23002,10864,308,25,52,2,468,21,611,14
053465,1321,1425,2746,1302,38,0,8,0,50,0,66,3
053481,6600,7570,14170,6637,206,14,35,0,294,12,384,4
053490,2875,3211,6086,2925,64,11,9,2,124,9,161,7
053601,9456,10636,20092,8962,440,19,54,8,578,12,454,8
053619,3670,4144,7814,3718,122,2,15,3,189,3,189,7
053635,2371,2805,5176,2409,110,2,14,4,118,1,112,0
053660,1955,2202,4157,1680,63,3,14,1,121,1,111,1
053686,1460,1485,2945,1155,145,12,11,0,150,7,42,0
054208,8268,9176,17444,6608,296,11,46,2,361,14,363,4
054348,8268,9176,17444,6608,296,11,46,2,361,14,363,4
054607,7577,7793,15370,6085,249,20,50,3,345,20,333,17
054631,6350,6686,13036,5056,169,19,43,2,262,17,273,12
054640,1227,1107,2334,1029,80,1,7,1,83,3,60,5
060003,491172,521183,1012355,422458,24420,2415,4726,163,28405,1323,16834,316
062014,113126,123038,236164,106312,6681,577,1336,43,7175,274,3262,55
062022,36643,37986,74629,33587,1943,403,358,24,2517,160,1217,43
062031,56141,60590,116731,49498,2194,340,504,6,2707,211,2058,29
062049,45123,48801,93924,42416,1940,101,369,10,2394,49,1831,11
062057,15511,16851,32362,13786,959,111,141,6,1087,60,539,29
062065,19274,20143,39417,14854,955,104,232,7,1052,49,519,6
062073,13288,14296,27584,11250,600,37,100,9,728,25,479,14
062081,10471,10828,21299,7965,430,50,75,1,555,22,419,3
062090,11961,12459,24420,10062,572,77,99,4,693,40,431,19
062103,29467,30737,60204,23209,1817,149,338,4,1809,108,797,17
062111,23470,24161,47631,18884,1845,96,321,1,1789,38,613,22
062120,6716,6813,13529,5128,170,21,35,6,373,17,305,4
062138,14087,14983,29070,11553,643,41,160,8,724,34,486,3
063002,11702,12097,23799,8650,490,33,91,7,582,24,373,3
063011,6571,6773,13344,4864,294,14,60,7,375,13,211,2
063029,5131,5324,10455,3786,196,19,31,0,207,11,162,1
063207,16914,17275,34189,13299,708,71,91,6,851,73,694,7
063215,8261,8548,16809,6436,398,42,51,3,385,35,264,1
063223,2223,2313,4536,1793,98,4,10,2,108,4,117,4
063231,2871,2911,5782,2287,83,13,13,0,147,10,169,0
063240,3559,3503,7062,2783,129,12,17,1,211,24,144,2
063401,2978,3001,5979,2220,104,4,13,0,145,2,119,0
063410,2978,3001,5979,2220,104,4,13,0,145,2,119,0
063606,16310,17151,33461,12635,525,52,83,6,807,38,805,27
063614,2313,2378,4691,1709,66,8,11,0,111,10,121,0
063622,3598,3760,7358,2755,114,9,16,2,189,3,181,17
063631,2288,2374,4662,1832,109,3,13,0,102,4,126,2
063649,3125,3356,6481,2519,113,8,16,0,142,1,164,0
063657,1369,1391,2760,1012,30,4,6,3,62,1,47,3
063665,1771,1888,3659,1297,45,4,16,1,95,2,75,2
063673,1846,2004,3850,1511,48,16,5,0,106,17,91,3
063801,17047,17644,34691,12768,628,52,121,4,823,44,617,9
063819,10439,10867,21306,7816,402,32,85,3,523,26,342,6
063827,6608,6777,13385,4952,226,20,36,1,300,18,275,3
064009,12445,12517,24962,9905,432,43,77,6,659,25,547,7
064017,3299,3238,6537,2934,169,16,21,1,239,6,162,0
064025,6074,6148,12222,4682,175,21,37,5,254,13,251,5
064033,3072,3131,6203,2289,88,6,19,0,166,6,134,2
064203,12684,13469,26153,9612,600,44,145,3,675,20,451,8
064262,3426,3583,7009,2513,197,11,36,0,185,5,107,0
064289,9258,9886,19144,7099,403,33,109,3,490,15,344,8
064602,5814,6343,12157,4865,184,9,37,2,260,10,272,0
064611,5814,6343,12157,4865,184,9,37,2,260,10,272,0
070009,870911,900403,1771314,800927,46616,4415,8340,614,53604,2187,27361,738
072010,128428,136224,264652,124794,7457,497,1284,127,8493,303,3741,100
072028,53295,57546,110841,52385,3099,222,551,46,3614,138,1725,45
072036,153133,159300,312433,146408,9459,744,1707,132,10247,361,4040,116
072044,149012,154159,303171,146932,6112,987,1599,99,7140,341,4727,132
072052,28520,28565,57085,25575,1832,151,255,33,2156,120,749,30
072079,35983,36935,72918,30678,1638,256,382,4,2086,85,1004,15
072087,21109,22410,43519,18733,914,80,185,8,1093,37,861,21
072095,16062,16199,32261,14242,827,47,138,16,1071,43,481,14
072109,24945,25413,50358,20673,1073,136,194,13,1345,88,861,27
072117,16409,16573,32982,12892,623,80,120,13,758,60,632,4
072125,27845,27929,55774,24516,1661,103,244,15,1850,68,934,15
072133,27343,28654,55997,23314,1278,158,213,11,1403,43,912,73
072141,14697,15015,29712,11623,987,63,160,9,895,51,406,7
073008,14976,15482,30458,13358,789,40,98,14,798,38,574,13
073016,5350,5601,10951,4680,358,14,55,9,320,5,205,5
073032,3917,4178,8095,3383,196,5,18,0,187,8,132,0
073083,5709,5703,11412,5295,235,21,25,5,291,25,237,8
073202,4391,4426,8817,3197,338,10,53,3,255,5,109,2
073229,4391,4426,8817,3197,338,10,53,3,255,5,109,2
073407,8705,8822,17527,7055,645,64,97,6,666,20,278,2
073423,6093,6263,12356,5044,462,9,75,6,443,7,180,2
073440,2612,2559,5171,2011,183,55,22,0,223,13,98,0
