code,malepop,femalepop,totalpop,setai,inc_mov_dom,inc_mov_intl,inc_born,inc_other,dec_mov_dom,dec_mov_intl,dec_deaths,dec_other
310000,256002,278000,534003,241254,13138,1452,3112,113,15005,775,8032,207
312011,86492,92723,179215,82091,3658,507,1051,26,4419,275,2448,88
312029,68726,75330,144056,68928,4395,349,1022,30,4828,171,1880,24
312037,20692,22971,43663,20525,1128,77,246,2,1276,53,661,12
312045,15641,16828,32469,15530,997,119,185,8,953,67,489,27
313009,5211,5558,10769,4522,253,38,48,1,259,24,185,6
313025,5211,5558,10769,4522,253,38,48,1,259,24,185,6
313203,11587,12701,24288,10009,446,95,83,10,589,31,483,14
313254,1281,1390,2671,1254,48,22,7,0,73,13,74,12
313289,2858,3271,6129,2682,110,53,15,3,150,11,147,1
313297,7448,8040,15488,6073,288,20,61,7,366,7,262,1
313602,24875,27042,51918,20936,1083,160,269,25,1356,81,923,21
313645,2803,2985,5788,2467,83,12,19,0,118,14,127,3
313700,7786,8432,16219,6528,471,14,115,6,455,15,247,4
313718,7486,8298,15784,6455,241,114,62,16,462,30,313,9
313726,6800,7327,14127,5486,288,20,73,3,321,22,236,5
313807,18568,20078,38646,14639,976,90,177,9,1045,67,720,11
313840,1715,1901,3616,1296,165,3,28,3,162,2,39,0
313866,7153,7633,14786,5563,288,53,65,4,318,25,324,5
313891,4835,5264,10099,3903,252,20,38,2,273,32,176,4
313904,4865,5280,10145,3877,271,14,46,0,292,8,181,2
314005,4210,4769,8979,4074,202,17,31,2,280,6,243,4
314013,1838,2027,3865,1821,76,5,16,1,112,1,114,4
314021,1213,1422,2635,1252,57,4,5,0,99,0,74,0
314030,1159,1320,2479,1001,69,8,10,1,69,5,55,0
320005,309844,332746,642590,293821,17108,2170,3730,143,19230,1294,10413,248
322016,93533,100780,194313,91956,5478,495,1259,52,5974,272,2687,59
322024,23312,25264,48576,24997,1352,149,254,23,1837,84,936,23
322032,83900,88427,172327,70703,4769,990,1262,15,4393,544,2288,91
322041,20325,22661,42986,21143,1036,111,216,4,1226,71,786,6
322059,15162,16313,31475,15277,666,117,136,6,931,80,631,3
322067,16940,18172,35112,14253,608,56,137,17,873,57,628,3
322075,9943,11259,21202,10902,542,66,93,4,754,48,426,26
322091,16668,17758,34426,13557,639,69,141,3,845,25,635,6
323403,5327,5750,11077,4658,264,20,23,0,325,9,230,5
323438,5327,5750,11077,4658,264,20,23,0,325,9,230,5
323802,2068,2287,4355,1986,113,8,14,0,157,5,100,0
323861,2068,2287,4355,1986,113,8,14,0,157,5,100,0
324400,7931,8552,16483,8208,449,27,62,8,530,30,391,14
324418,1419,1563,2982,1595,148,12,13,0,163,2,60,0
324485,1958,2076,4034,2008,96,3,14,3,110,3,101,2
324493,4554,4913,9467,4605,205,12,35,5,257,25,230,12
325007,5680,6264,11944,6200,404,29,46,1,512,46,274,4
325015,2999,3374,6373,3245,202,10,17,1,273,15,152,0
325058,2681,2890,5571,2955,202,19,29,0,239,31,122,4
325201,9055,9259,18314,9981,788,33,87,10,873,23,401,8
325252,1051,1158,2209,1280,193,11,11,1,182,5,34,0
325261,1265,1230,2495,1480,127,11,8,5,131,10,63,0
325279,290,284,574,351,46,0,4,0,54,0,14,0
325287,6449,6587,13036,6870,422,11,64,4,506,8,290,8
330001,887490,947988,1835478,873733,59064,10212,11087,189,64700,4581,25576,1342
331007,334689,361001,695690,342192,29931,5100,4664,49,31902,1930,8197,696
331015,142251,151947,294198,151639,14931,3256,2049,26,15930,976,3456,475
331023,69288,76552,145840,70325,5980,582,1038,8,6223,313,1646,58
331031,43438,47742,91180,42682,3096,631,497,3,3427,307,1210,88
331040,79712,84760,164472,77546,5924,631,1080,12,6322,334,1885,75
332020,230829,242841,473670,221451,11661,2073,3321,54,12364,832,5852,305
332038,45770,49260,95030,45556,2613,247,533,13,3041,167,1429,53
332046,26418,27712,54130,26981,1293,212,215,6,1482,104,921,35
332054,21241,22789,44030,21855,1105,194,130,6,1244,112,793,29
332071,17582,19088,36670,16601,723,135,173,1,932,83,702,41
332089,33851,35774,69625,29990,2252,544,492,5,2180,293,889,37
332097,12649,13371,26020,13140,691,177,68,5,1022,171,583,6
332101,12405,13534,25939,12536,540,99,91,6,825,61,565,3
332119,14951,15865,30816,15357,805,248,102,0,1035,147,568,0
332127,17559,18601,36160,16288,1174,413,168,5,1306,152,607,19
332135,20391,22099,42490,18846,1053,106,200,3,1144,68,616,17
332143,19651,21127,40778,17562,781,87,183,8,1046,41,846,33
332151,12052,12834,24886,12217,607,108,70,4,814,91,513,9
332160,15757,16768,32525,14449,806,80,142,4,869,52,551,22
333409,6203,6668,12871,6273,357,68,40,3,409,44,285,10
333468,6203,6668,12871,6273,357,68,40,3,409,44,285,10
334201,6150,6598,12748,5297,457,14,97,0,439,10,131,4
334235,6150,6598,12748,5297,457,14,97,0,439,10,131,4
334405,5287,5596,10883,4665,271,30,61,1,305,26,155,1
334456,5287,5596,10883,4665,271,30,61,1,305,26,155,1
334600,6333,6768,13101,5514,336,63,57,8,324,81,226,5
334618,6333,6768,13101,5514,336,63,57,8,324,81,226,5
335801,379,414,793,372,20,0,3,0,37,1,24,0
335860,379,414,793,372,20,0,3,0,37,1,24,0
336009,5837,6180,12017,5609,313,37,71,1,390,19,254,7
336068,5837,6180,12017,5609,313,37,71,1,390,19,254,7
336203,7880,8372,16252,7235,567,62,117,4,776,28,259,3
336220,5178,5559,10737,4791,328,46,73,4,367,26,151,3
336238,2702,2813,5515,2444,239,16,44,0,409,2,108,0
336408,634,697,1331,612,39,5,6,1,31,3,26,0
336432,634,697,1331,612,39,5,6,1,31,3,26,0
336602,8060,8768,16828,7974,369,34,52,1,469,32,374,4
336637,2045,2245,4290,2138,95,16,13,1,122,7,112,0
336661,6015,6523,12538,5836,274,18,39,0,347,25,262,4
336807,4932,5263,10195,5161,300,76,31,1,314,33,210,3
336815,4932,5263,10195,5161,300,76,31,1,314,33,210,3
340006,1327153,1401618,2728771,1345070,98973,18355,16134,1497,111013,7901,35693,2121
341002,567524,606019,1173543,584288,55001,5561,7640,926,58413,2406,12754,785
341011,64008,73094,137102,81440,10366,981,873,110,9478,371,1515,176
341029,56230,60859,117089,57446,5335,382,729,100,5722,224,1280,71
341037,68432,71789,140221,72045,7114,691,918,90,7595,328,1554,99
341045,89651,95248,184899,96311,9584,792,1257,150,10196,409,1922,156
341053,118272,124432,242704,110217,10479,1570,1948,226,12126,393,2082,127
341061,65504,71241,136745,66130,3845,420,587,80,4199,261,1965,62
341070,37500,37666,75166,35653,3041,230,451,87,3816,205,880,31
341088,67927,71690,139617,65046,5237,495,877,83,5281,215,1556,63
342025,97471,103771,201242,104786,5371,920,847,23,7090,439,3578,161
342033,10809,11748,22557,11836,665,69,79,10,768,53,503,6
342041,42120,44955,87075,43567,2223,691,363,24,2566,266,1467,55
342050,61687,64709,126396,64198,3122,1381,502,46,3867,676,2290,146
342076,222067,232961,455028,216921,9817,4169,2877,239,12996,1229,5677,364
342084,16955,18150,35105,16808,726,474,136,10,1304,123,654,7
342092,23142,24762,47904,23072,1292,151,257,7,1465,126,949,31
342106,14950,16248,31198,14808,645,72,133,17,877,96,696,5
342114,12413,12940,25353,12749,861,61,105,2,941,52,404,20
342122,96205,94706,190911,92192,7462,2981,1287,122,7891,1403,1865,298
342131,55598,59853,115451,53941,3573,423,673,6,3467,314,1379,89
342149,12629,13412,26041,13253,693,134,79,11,807,131,531,18
342157,10333,10357,20690,11867,1237,317,57,1,1275,119,467,57
343005,58195,60662,118857,54772,4671,539,925,41,5354,289,1329,51
343021,25572,26502,52074,23845,1861,198,432,8,2426,114,510,17
343048,15272,15538,30810,14258,1487,149,280,20,1545,95,315,11
343072,11353,12122,23475,10872,788,55,139,9,664,40,339,15
343099,5998,6500,12498,5797,535,137,74,4,719,40,165,8
343609,10915,11405,22320,11356,648,140,84,3,724,78,453,14
343684,2511,2856,5367,2984,160,13,11,0,210,9,147,1
343692,8404,8549,16953,8372,488,127,73,3,514,69,306,13
344206,3442,3337,6779,4198,388,50,17,1,351,41,190,3
344311,3442,3337,6779,4198,388,50,17,1,351,41,190,3
344605,6934,7585,14519,6740,418,192,53,8,625,43,320,5
344621,6934,7585,14519,6740,418,192,53,8,625,43,320,5
345407,3764,4038,7802,3718,160,30,20,0,232,17,187,6
345458,3764,4038,7802,3718,160,30,20,0,232,17,187,6
350001,616947,676009,1292956,657945,39075,4490,6835,303,43200,2627,21347,682
352012,113668,129754,243422,127988,5520,1140,1218,34,6775,427,4169,119
352021,74830,81608,156438,79859,3997,390,878,24,4674,201,2409,64
352039,88829,97153,185982,91533,6850,725,1074,72,7120,462,2582,69
352047,19378,22259,41637,22358,989,109,145,5,1299,56,956,9
352063,55205,57939,113144,57279,5020,428,688,26,4804,390,1592,120
352071,27949,28688,56637,26976,2210,166,437,2,2166,116,754,8
352080,59376,65192,124568,64659,3836,170,669,48,4255,295,2240,177
352101,22924,25091,48015,23386,1261,60,241,5,1459,116,820,11
352110,14040,16167,30207,15372,707,82,101,6,812,81,706,10
352128,13683,15550,29233,15167,932,31,122,3,931,34,569,4
352136,9893,11028,20921,10464,566,27,58,8,708,43,455,8
352152,65688,69045,134733,68131,3955,519,742,52,4313,248,2114,39
352161,28152,30719,58871,29168,1891,211,294,5,1940,98,920,31
353001,6330,7207,13537,8005,423,25,35,1,372,19,447,6
353051,6330,7207,13537,8005,423,25,35,1,372,19,447,6
353205,2797,2898,5695,2573,166,331,32,2,594,15,65,4
353213,2797,2898,5695,2573,166,331,32,2,594,15,65,4
353400,12868,14103,26971,13547,690,75,92,8,898,25,473,3
353418,1050,1140,2190,1320,48,3,2,0,68,0,62,2
353434,6740,7293,14033,6867,324,17,57,7,469,8,235,0
353442,5078,5670,10748,5360,318,55,33,1,361,17,176,1
355003,1337,1608,2945,1480,62,1,9,2,80,1,76,0
355020,1337,1608,2945,1480,62,1,9,2,80,1,76,0
360007,336025,364384,700409,338987,18210,2435,3558,202,21184,1195,11295,334
362018,116419,128411,244830,122600,6747,803,1508,72,7269,439,3447,112
362026,25548,27692,53240,26171,1318,351,220,12,1616,124,927,27
362034,16905,17699,34604,17139,847,124,139,23,1269,57,578,18
362042,33080,34866,67946,31487,1444,98,349,23,1814,72,1046,5
362051,17786,19772,37558,17941,791,163,122,6,1003,50,686,50
362069,16474,17714,34188,15427,652,341,119,8,1013,86,599,7
362077,12666,13598,26264,12519,553,102,105,4,688,39,518,17
362085,10589,11636,22225,11697,417,73,66,6,600,44,549,5
363006,2825,3082,5907,2819,110,5,16,3,156,8,159,0
363014,2203,2367,4570,2109,76,4,12,3,103,7,109,0
363022,622,715,1337,710,34,1,4,0,53,1,50,0
363201,1029,1077,2106,945,35,1,10,0,35,0,46,0
363219,1029,1077,2106,945,35,1,10,0,35,0,46,0
363405,13926,15314,29240,13404,793,47,137,2,802,57,511,14
363413,11680,12887,24567,10982,639,40,128,1,675,44,378,12
363421,2246,2427,4673,2422,154,7,9,1,127,13,133,2
363600,3387,3673,7060,3634,149,0,15,0,220,3,158,1
363685,3387,3673,7060,3634,149,0,15,0,220,3,158,1
363804,8198,9136,17334,9346,344,46,37,18,506,28,453,18
363839,1603,1821,3424,1877,66,4,7,0,114,3,111,0
363871,2691,3020,5711,3042,100,12,14,0,159,7,163,3
363880,3904,4295,8199,4427,178,30,16,18,233,18,179,15
364002,47308,50002,97310,43831,3554,239,643,16,3659,166,1176,49
364011,7144,7212,14356,6986,665,37,67,2,756,27,193,5
364029,11565,12117,23682,10442,936,60,204,1,911,38,239,11
364037,17044,18276,35320,15517,1272,73,275,7,1302,51,356,11
364045,6169,6643,12812,5853,394,27,58,4,372,29,206,11
364053,5386,5754,11140,5033,287,42,39,2,318,21,182,11
364606,3499,3893,7392,3798,125,9,11,3,171,5,200,2
364681,3499,3893,7392,3798,125,9,11,3,171,5,200,2
364801,6386,6819,13205,6229,331,33,61,6,363,17,242,9
364894,6386,6819,13205,6229,331,33,61,6,363,17,242,9
370002,456140,483825,939965,452423,27142,5292,5170,258,29940,2181,13788,573
372013,201849,215811,417660,205154,12405,2074,2596,112,13113,695,5294,164
372021,54311,56492,110803,52309,3656,574,738,56,3566,214,1466,171
372030,24057,25518,49575,24749,1370,383,244,19,1681,199,870,40
372048,14931,14960,29891,14932,1292,87,179,7,1452,67,488,5
372056,27187,29174,56361,25823,1284,369,293,9,1509,239,882,35
372064,21400,22948,44348,20906,942,227,119,4,1176,101,756,19
372072,13011,14342,27353,13546,536,57,84,7,603,44,578,6
372081,29220,31260,60480,26443,1244,405,263,4,1543,215,1075,10
373206,12158,13283,25441,13180,623,91,69,5,811,33,567,13
373222,5881,6503,12384,6427,283,29,30,4,413,9,278,2
373249,6277,6780,13057,6753,340,62,39,1,398,24,289,11
373401,13021,13856,26877,12099,724,66,131,3,727,49,354,13
373419,13021,13856,26877,12099,724,66,131,3,727,49,354,13
373605,1498,1398,2896,1584,164,22,20,1,194,11,51,0
373648,1498,1398,2896,1584,164,22,20,1,194,11,51,0
373800,20190,21021,41211,19342,1646,376,252,11,1947,169,581,21
373869,8948,9357,18305,9148,1019,187,145,10,1199,78,216,18
373877,11242,11664,22906,10194,627,189,107,1,748,91,365,3
374008,23307,23762,47069,22356,1256,561,182,20,1618,145,826,76
374032,3820,4320,8140,4160,228,80,29,5,279,33,162,22
374041,11134,10679,21813,10707,601,435,80,13,922,78,334,53
374067,8353,8763,17116,7489,427,46,73,2,417,34,330,1
380008,617325,679034,1296359,657422,33320,6030,6627,322,38736,2585,20479,438
382019,233291,263375,496666,255627,13656,1468,2832,113,14392,585,6514,143
382027,70662,77040,147702,76579,3320,1472,684,15,4110,773,2595,41
382035,31631,35350,66981,34804,1445,118,263,15,1948,84,1396,17
382043,14150,15869,30019,15384,875,169,115,5,1087,88,691,18
382051,54477,58247,112724,57506,2797,432,689,27,3273,292,1711,15
382060,50299,53114,103413,50853,2487,670,564,34,2886,245,1608,77
382078,18806,20234,39040,19498,864,63,185,17,1200,29,711,16
382108,16650,18523,35173,16335,990,42,163,3,965,50,519,9
382132,39827,41138,80965,38772,1635,450,381,35,2340,151,1206,41
382141,16031,17690,33721,17203,691,84,110,6,887,60,756,5
382159,15601,17358,32959,15906,1296,608,180,5,1799,38,434,12
383406,3197,2888,6085,3737,288,88,20,5,314,62,118,2
383562,3197,2888,6085,3737,288,88,20,5,314,62,118,2
383805,3331,3558,6889,3933,176,7,11,2,236,11,202,3
383864,3331,3558,6889,3933,176,7,11,2,236,11,202,3
384003,23806,26579,50385,23583,1686,87,257,24,1669,62,707,18
384011,14228,15967,30195,13985,1091,60,160,13,1046,55,427,13
384020,9578,10612,20190,9598,595,27,97,11,623,7,280,5
384208,7086,7622,14708,6923,258,21,66,1,373,14,330,2
384224,7086,7622,14708,6923,258,21,66,1,373,14,330,2
384402,3769,3995,7764,4257,198,21,17,5,297,11,224,7
384429,3769,3995,7764,4257,198,21,17,5,297,11,224,7
384801,5907,6685,12592,6720,336,205,40,2,528,17,334,10
384844,1645,1839,3484,1925,91,188,8,0,287,1,94,1
384887,4262,4846,9108,4795,245,17,32,2,241,16,240,9
385000,8804,9769,18573,9802,322,25,50,8,432,13,423,2
385069,8804,9769,18573,9802,322,25,50,8,432,13,423,2
390003,315518,349345,664863,347128,18184,1724,3126,190,21447,895,11442,200
392014,146177,166051,312228,163874,7584,565,1678,77,9368,285,4386,47
392022,5472,5801,11273,6775,195,56,25,7,354,13,308,6
392031,7414,8141,15555,7877,427,21,56,3,510,18,314,10
392049,21962,24017,45979,22720,1959,88,281,10,1753,74,643,22
392057,12481,13165,25646,12600,742,240,127,10,919,69,443,17
392065,9597,9728,19325,10464,591,186,56,13,875,50,391,34
392081,8688,9706,18394,9772,442,41,66,10,646,29,356,3
392090,5511,6080,11591,6748,254,29,21,0,338,23,300,2
392103,14923,16501,31424,16406,933,33,156,14,1065,30,549,4
392111,15859,16726,32585,15548,1156,80,186,12,1210,56,477,8
392120,11786,12881,24667,13013,838,117,85,9,829,78,471,4
393002,7256,7858,15114,8176,528,69,46,0,554,37,369,1
393011,1002,1057,2059,1293,70,4,1,0,60,6,68,0
393029,1333,1525,2858,1641,120,14,5,0,126,6,70,1
393037,1144,1275,2419,1266,78,4,17,0,93,1,58,0
393045,1125,1144,2269,1174,56,6,4,0,77,0,65,0
393053,574,603,1177,624,42,6,5,0,54,2,23,0
393061,360,402,762,405,25,0,4,0,43,0,23,0
393070,1718,1852,3570,1773,137,35,10,0,101,22,62,0
393401,2871,3215,6086,3589,186,33,14,2,248,22,176,4
393410,1485,1640,3125,1767,126,6,10,1,135,5,82,2
393444,1386,1575,2961,1822,60,27,4,1,113,17,94,2
393606,1884,1959,3843,2072,151,7,16,1,112,2,88,7
393631,1711,1777,3488,1859,122,6,15,1,90,1,81,6
393649,173,182,355,213,29,1,1,0,22,1,7,1
393801,12171,13117,25288,12777,647,23,107,9,778,18,532,8
393860,9985,10844,20829,10188,538,20,89,8,597,12,395,5
393878,2186,2273,4459,2589,109,3,18,1,181,6,137,3
394009,23927,26380,50307,26287,1233,87,150,10,1466,51,1239,16
394017,2710,3064,5774,3250,128,14,13,1,157,7,157,2
394025,5564,6241,11805,5901,353,17,45,2,357,16,249,3
394033,2257,2554,4811,2540,120,8,7,0,119,4,137,3
394050,1501,1583,3084,1689,99,4,7,1,119,1,82,0
394106,2229,2475,4704,2405,130,6,17,5,142,4,115,0
394114,2460,2724,5184,2560,94,9,18,1,144,1,118,1
394122,7206,7739,14945,7942,309,29,43,0,428,18,381,7
394203,7539,8019,15558,8430,318,49,56,3,422,40,400,7
394246,2142,2206,4348,2475,87,7,18,2,113,3,126,1
394271,666,689,1355,720,33,2,3,0,55,2,40,1
394289,4731,5124,9855,5235,198,40,35,1,254,35,234,5
400009,2424041,2662916,5086957,2571378,254490,30936,32939,2410,251570,10645,62968,4014
401005,434242,479335,913577,489747,38436,4198,5373,301,40382,1676,13300,614
401013,42228,48809,91037,49039,2764,581,416,17,3254,87,1698,35
401030,38132,40928,79060,40491,2987,339,409,19,3096,240,1212,72
401056,26103,28368,54471,29576,2398,223,335,25,2728,152,825,38
401064,84108,93448,177556,105067,10482,1296,1123,90,10513,369,2503,150
401072,97691,106515,204206,104528,8078,416,1302,57,8435,282,2662,85
401081,29542,32723,62265,34443,2777,274,302,23,3077,125,1108,48
401099,116438,128544,244982,126603,8950,1069,1486,70,9279,421,3292,186
401307,762036,846104,1608140,873871,114665,14550,11780,1013,106779,3913,15084,2011
401315,160438,169991,330429,172315,21192,3204,2569,242,18244,604,3163,457
401323,119153,126714,245867,156475,25461,4286,2123,217,25092,743,2115,522
401331,90227,111165,201392,125199,18995,1580,1424,142,17592,553,1465,283
401340,126695,143656,270351,141582,16305,2242,1987,152,15216,437,2633,250
401358,99665,109519,209184,102644,11450,1351,1429,118,11128,765,2167,282
401366,60286,67103,127389,66469,8461,506,797,58,7409,242,1342,78
401374,105572,117956,223528,109187,12801,1381,1451,84,12098,569,2199,139
402028,48745,55943,104688,55011,2470,329,479,103,3128,167,1984,11
402036,142658,157541,300199,143271,10867,1481,2040,53,11250,589,3713,207
402044,26014,28824,54838,27922,2132,146,308,19,2013,86,808,24
402052,59298,64820,124118,64179,4420,371,789,50,4322,190,1910,52
402061,20848,23991,44839,24314,1754,221,270,19,1828,131,817,38
402079,29279,32257,61536,26568,1555,206,295,18,1756,83,1035,29
402109,28373,31171,59544,26078,1658,1103,330,11,2409,167,1065,20
402117,23705,25429,49134,21223,1887,348,325,27,1953,111,590,37
402125,14761,16386,31147,14063,872,94,148,10,1104,21,531,13
402133,35080,37174,72254,34750,3115,239,462,31,3087,105,963,50
402141,11049,12273,23322,11713,630,55,89,10,817,82,411,5
402150,18377,20637,39014,20484,1482,265,192,20,1619,76,694,14
402168,28229,31280,59509,26380,2379,737,317,46,2737,126,666,56
402176,50866,55509,106375,48524,4725,299,725,38,4633,217,1081,50
402184,54081,57838,111919,51258,5854,451,686,79,6167,165,984,76
402192,49859,53678,103537,47201,5555,744,867,57,5592,215,958,37
402206,46386,50483,96869,45303,3823,348,618,40,3602,136,1238,49
402214,34284,37282,71566,33413,3509,103,434,20,3151,102,788,16
402231,28454,30730,59184,27288,2639,281,377,27,2558,170,598,39
402249,32772,36429,69201,30663,3102,209,542,16,2563,95,791,12
402257,13019,14363,27382,11563,686,87,132,12,795,61,450,3
402265,12682,13410,26092,13377,931,130,129,15,1048,50,485,56
402273,16025,18118,34143,17929,851,53,153,17,1106,46,691,17
402281,23781,26243,50024,22399,1726,135,231,36,1686,166,803,20
402290,16053,18238,34291,14691,778,116,142,1,917,72,664,3
402303,50058,54117,104175,46945,4231,536,613,28,3494,272,1230,70
402311,23943,25492,49435,21850,1947,236,314,33,2180,50,498,30
403407,114638,120299,234937,104958,11372,915,1750,111,11548,495,2371,182
403415,18104,18774,36878,16867,1406,230,221,48,1509,71,422,24
403423,15190,16071,31261,14204,1489,122,233,5,1351,44,334,15
403431,22447,23932,46379,21171,2242,188,332,16,2372,81,479,39
403440,14374,14933,29307,12986,1406,95,199,5,1299,61,316,22
403458,15895,17084,32979,13711,1593,61,200,8,1724,60,307,43
403482,4489,4921,9410,3907,404,49,70,1,321,35,81,7
403491,24139,24584,48723,22112,2832,170,495,28,2972,143,432,32
403806,43137,47482,90619,43514,3820,203,529,45,3610,135,1347,30
403814,6190,6538,12728,6406,840,22,61,8,890,10,238,7
403822,13008,14523,27531,13817,1180,42,176,11,1112,35,376,6
403831,14942,16518,31460,14528,1141,80,179,14,990,52,461,3
403849,8997,9903,18900,8763,659,59,113,12,618,38,272,14
404004,10370,11294,21664,11192,702,108,73,20,758,67,422,20
404012,3335,3555,6890,3798,273,43,23,1,266,34,172,8
404021,7035,7739,14774,7394,429,65,50,19,492,33,250,12
404209,6052,6686,12738,6290,428,41,65,14,455,34,191,3
404217,6052,6686,12738,6290,428,41,65,14,455,34,191,3
404403,15690,16877,32567,13464,1628,172,225,10,1272,52,420,6
404471,14864,15941,30805,12674,1598,167,219,6,1200,49,371,6
404489,826,936,1762,790,30,5,6,4,72,3,49,0
405001,7751,8370,16121,6417,718,112,129,2,684,64,168,8
405035,7751,8370,16121,6417,718,112,129,2,684,64,168,8
405205,6513,7140,13653,5345,443,47,81,3,425,37,162,6
405221,6513,7140,13653,5345,443,47,81,3,425,37,162,6
405400,9334,9807,19141,8265,702,105,122,1,723,60,269,10
405442,9334,9807,19141,8265,702,105,122,1,723,60,269,10
406007,33099,37015,70114,37852,2149,134,298,29,2376,87,1500,30
406015,4684,5278,9962,5317,304,16,29,0,342,3,205,3
406023,3933,4378,8311,4375,200,8,24,0,242,6,185,0
406040,3911,4358,8269,4541,298,18,37,3,338,15,174,8
406058,6941,7863,14804,8421,379,28,67,15,532,17,339,15
406082,2313,2724,5037,2646,212,4,36,0,163,6,108,0
406091,1335,1508,2843,1456,90,1,20,2,88,2,69,1
406104,9982,10906,20888,11096,666,59,85,9,671,38,420,3
406201,27958,27305,55263,27283,2871,274,354,12,3129,223,722,47
406210,19493,18060,37553,18879,2341,247,299,3,2535,191,397,38
406252,8465,9245,17710,8404,530,27,55,9,594,32,325,9
406406,14542,15546,30088,14820,978,754,153,13,1914,51,566,13
406422,3112,3400,6512,3057,216,15,52,2,261,18,99,2
406465,3415,3727,7142,3208,175,10,28,0,178,17,137,0
406473,8015,8419,16434,8555,587,729,73,11,1475,16,330,11
410004,378910,415342,794252,348764,25275,3064,4899,210,27229,1315,11386,317
412015,107226,119255,226481,104710,7169,967,1414,20,7604,417,3019,91
412023,53695,60195,113890,51385,2491,175,668,23,2891,120,1893,38
412031,36174,38355,74529,33974,3499,496,525,33,3481,177,798,60
412040,8382,9222,17604,7909,417,363,73,2,907,29,295,8
412058,25251,26413,51664,23913,1387,270,307,15,1634,162,774,24
412066,22399,24573,46972,19319,1444,90,283,9,1566,28,725,7
412074,12891,14351,27242,10940,642,65,171,9,796,30,406,9
412082,21074,22989,44063,17680,1585,86,317,29,1550,38,605,20
412091,11555,12891,24446,10093,684,78,120,9,738,29,431,7
412104,14587,15598,30185,12485,1056,98,194,11,1158,34,403,17
413208,7881,8281,16162,6863,855,52,134,6,836,47,185,5
413275,7881,8281,16162,6863,855,52,134,6,836,47,185,5
413402,25526,27682,53208,22266,2305,148,353,21,1932,129,695,15
413411,8368,9197,17565,7574,762,88,106,10,657,77,235,7
413453,4746,5124,9870,4016,554,26,84,7,503,14,100,2
413461,12412,13361,25773,10676,989,34,163,4,772,38,360,6
413801,2461,2364,4825,1891,109,2,14,2,176,3,88,1
413879,2461,2364,4825,1891,109,2,14,2,176,3,88,1
414000,8690,9849,18539,7894,460,56,82,7,574,18,312,2
414018,8690,9849,18539,7894,460,56,82,7,574,18,312,2
414204,17323,19245,36568,14248,1030,91,211,7,1160,43,594,9
414239,2769,3172,5941,2654,161,13,35,3,183,7,124,1
414247,4574,5043,9617,3743,360,30,84,0,324,6,119,1
414255,9980,11030,21010,7851,509,48,92,4,653,30,351,7
414409,3795,4079,7874,3194,142,27,33,7,226,11,163,4
414417,3795,4079,7874,3194,142,27,33,7,226,11,163,4
420000,603308,671063,1274371,634937,40991,4888,7045,419,46258,2263,19983,462
422011,180915,209636,390551,205611,10599,1659,1904,94,12495,850,6042,161
422029,110740,122767,233507,120221,7385,782,1396,44,9094,336,3497,79
422037,19609,22435,42044,19967,1217,256,225,19,1457,55,763,39
422045,63955,69524,133479,63112,5086,499,784,52,4879,170,1798,33
422053,48001,51693,99694,46994,5127,218,813,44,4003,87,1052,24
422070,13308,14600,27908,13583,645,84,136,13,855,48,583,21
422088,9876,10563,20439,9842,506,68,97,7,743,44,420,15
422096,13463,13639,27102,14545,1115,76,109,11,1446,22,550,12
422100,11439,12297,23736,11308,623,21,120,3,838,14,533,6
422118,16125,17614,33739,19285,1091,107,130,16,1337,38,710,11
422126,12520,12453,24973,12463,619,342,104,10,933,62,531,13
422134,19481,21243,40724,17796,1224,140,244,9,1336,112,704,13
422142,18956,21684,40640,18320,701,95,158,12,1055,42,870,11
423009,32876,35843,68719,30734,2720,367,466,31,3144,302,762,11
423076,18787,20692,39479,17136,1529,59,235,19,1697,70,455,2
423084,14089,15151,29240,13598,1191,308,231,12,1447,232,307,9
423203,16311,18096,34407,14438,1184,65,179,14,1220,38,574,5
423211,3543,3805,7348,3207,294,12,33,9,300,9,142,2
423220,6083,6865,12948,5704,405,22,52,3,485,21,220,0
423238,6685,7426,14111,5527,485,31,94,2,435,8,212,3
423807,7648,8379,16027,7414,646,42,125,22,730,23,222,2
423831,992,1123,2115,1179,84,6,9,1,96,3,66,1
423912,6656,7256,13912,6235,562,36,116,21,634,20,156,1
424005,8085,8597,16682,9304,503,67,55,18,693,20,372,6
424111,8085,8597,16682,9304,503,67,55,18,693,20,372,6
430005,817426,898934,1716360,817122,70587,8345,10450,646,72387,3762,24601,1016
431001,346223,385108,731331,363032,38731,3301,5169,270,37481,1301,8612,468
431010,82254,94321,176575,99319,12381,1163,1139,119,11993,513,1955,190
431028,91272,99783,191055,91546,9323,807,1461,52,9466,280,2000,80
431036,42313,47834,90147,45477,5029,245,577,26,4227,138,1404,48
431044,63740,70103,133843,60190,6055,571,1113,27,5480,144,1527,49
431052,66644,73067,139711,66500,5943,515,879,46,6315,226,1726,101
432024,55829,64194,120023,58061,3254,1141,581,43,4030,470,1986,167
432032,13804,15938,29742,15268,1121,130,156,19,1297,39,526,14
432041,23226,25810,49036,24018,1331,147,238,7,1434,87,794,13
432059,10084,11555,21639,11011,474,41,94,14,664,20,427,6
432067,30213,32369,62582,28620,1706,277,332,41,2083,175,1032,21
432083,22726,25276,48002,22002,1247,130,212,12,1313,81,833,11
432105,22397,24202,46599,20582,1741,256,242,24,1626,155,676,21
