code,totalpop,malepop,femalepop
24324,25365,12363,13002
24341,39296,19384,19912
24343,11063,5445,5618
24344,15794,8067,7727
24441,12908,6161,6747
24442,21445,10155,11290
24443,7794,3706,4088
24461,14371,6877,7494
24470,7221,3478,3743
24471,6560,3065,3495
24472,9220,4272,4948
24543,12468,5882,6586
24561,7302,3437,3865
24562,9640,4468,5172
25000,1392439,686048,706391
25201,343051,164824,178227
25202,111647,55489,56158
25203,108085,52652,55433
25204,79393,38801,40592
25206,148731,74787,73944
25207,84539,41390,43149
25208,69129,34209,34920
25209,84982,42483,42499
25210,50013,24865,25148
25211,53614,27849,25765
25212,43130,21071,22059
25213,109923,54908,55015
25214,35339,17251,18088
25383,20010,10146,9864
25384,10935,5678,5257
25425,20415,10202,10213
25441,6800,3303,3497
25442,5715,2766,2949
25443,6988,3374,3614
26000,2502747,1191004,1311743
26100,1431713,674417,757296
26101,114349,54133,60216
26102,83091,38147,44944
26103,162387,77800,84587
26104,111400,50709,60691
26105,35193,15464,19729
26106,84519,38768,45751
26107,102742,51048,51694
26108,196376,91422,104954
26109,270182,129465,140717
26110,128356,59647,68709
26111,143118,67814,75304
26201,73549,36793,36756
26202,73091,36178,36913
26203,29885,14337,15548
26204,173036,82462,90574
26205,15086,7119,7967
26206,83245,40015,43230
26207,71769,34365,37404
26208,55262,26236,29026
26209,81611,39267,42344
26210,67613,32711,34902
26211,74345,36210,38135
26212,46712,22361,24351
26213,30051,14642,15409
26214,77972,37120,40852
26303,15960,7631,8329
26322,14683,7186,7497
26343,7025,3455,3570
26344,8453,4358,4095
26364,953,445,508
26365,2977,1379,1598
26366,34537,16465,18072
26367,2141,1010,1131
26407,11350,5405,5945
26463,1691,837,854
26465,18037,8600,9437
27000,8764578,4179849,4584729
27100,2808624,1347197,1461427
27102,110124,52774,57350
27103,84223,40006,44217
27104,62323,30036,32287
27106,115449,54195,61254
27107,80734,39038,41696
27108,60125,29180,30945
27109,87782,40475,47307
27111,87409,43766,43643
27113,97178,47261,49917
27114,178007,87238,90769
27115,89429,41713,47716
27116,128673,61377,67296
27117,90745,43201,47544
27118,169504,80194,89310
27119,112456,51734,60722
27120,150459,69605,80854
27121,131606,61652,69954
27122,105419,58158,47261
27123,190163,94421,95742
27124,109900,51816,58084
27125,115287,55184,60103
27126,182659,85621,97038
27127,149620,72617,77003
27128,119350,55935,63415
27140,803333,380946,422387
27141,150091,74002,76089
27142,115765,55017,60748
27143,83986,39775,44211
27144,131938,62718,69220
27145,127881,58668,69213
27146,157733,73483,84250
27147,35939,17283,18656
27202,185734,87634,98100
27203,404479,190802,213677
27204,104148,49124,55024
27205,394503,187994,206509
27206,71688,33721,37967
27207,345475,163715,181760
27208,78774,37492,41282
27209,140791,67938,72853
27210,388992,182471,206521
27211,287098,137320,149778
27212,257600,121531,136069
27213,100329,48029,52300
27214,103296,48150,55146
27215,222102,106421,115681
27216,94871,44008,50863
27217,114815,54831,59984
27218,113642,55034,58608
27219,181715,87156,94559
27220,140586,66604,73982
27221,65690,31400,34290
27222,104183,48870,55313
27223,111702,54312,57390
27224,86462,42400,44062
27225,53524,25204,28320
27226,61129,28709,32420
27227,482618,233945,248673
27228,56136,26628,29508
27229,53455,25755,27700
27230,75573,35848,39725
27231,57479,26809,30670
27232,47657,22474,25183
27301,31617,14802,16815
27321,16707,7905,8802
27322,7893,3775,4118
27341,15640,7506,8134
27361,42511,20404,22107
27362,8109,4034,4075
27366,13065,6041,7024
27381,12062,5857,6205
27382,14498,7056,7442
27383,4273,1997,2276
28000,5323825,2524791,2799034
28100,1497630,702118,795512
28101,211921,98472,113449
28102,137283,63731,73552
28105,111844,54107,57737
28106,93096,43877,49219
28107,152654,70255,82399
28108,206825,95320,111505
28109,203615,96015,107600
28110,152124,70496,81628
28111,228268,109845,118423
28201,518311,250792,267519
28202,457162,218672,238490
28203,307043,147926,159117
28204,482834,223337,259497
28205,38620,18485,20135
28206,91703,40672,51031
28207,195152,93043,102109
28208,26034,12570,13464
28209,71833,34406,37427
28210,253220,123125,130095
28212,42714,20523,22191
28213,35799,17187,18612
28214,217163,98984,118179
28215,71248,34171,37077
28216,83381,40316,43065
28217,149698,70083,79615
28218,46169,22501,23668
28219,105124,50397,54727
28220,40274,19834,20440
28221,37037,17707,19330
28222,19757,9470,10287
28223,57580,27716,29864
28224,41107,19641,21466
28225,26515,12707,13808
28226,39472,18719,20753
28227,31269,14928,16341
28228,39500,19674,19826
28229,69664,33797,35867
28301,27435,12840,14595
28365,17346,8384,8962
28381,29387,14274,15113
28382,33250,16175,17075
28442,9916,4824,5092
28443,18329,8949,9380
28446,9484,4460,5024
28464,32612,15929,16683
28481,12820,6238,6582
28501,14141,6806,7335
28585,14031,6632,7399
28586,12061,5779,6282
29000,1269180,595302,673878
29201,338416,155675,182741
29202,59522,27760,31762
29203,81020,38016,43004
29204,59584,29136,30448
29205,117697,55470,62227
29206,52437,24601,27836
29207,25276,11997,13279
29208,21543,9944,11599
29209,114767,54091,60676
29210,77442,36520,40922
29211,36841,17524,19317
29212,25233,11939,13294
29322,2827,1378,1449
29342,17355,8117,9238
29343,22314,10518,11796
29344,27005,12736,14269
29345,6786,3205,3581
29361,7610,3693,3917
29362,6049,2897,3152
29363,30556,14524,16032
29385,1147,517,630
29386,1226,575,651
29401,6038,2805,3233
29402,4799,2279,2520
29424,20909,9679,11230
29425,23422,11105,12317
29426,33478,15902,17576
29427,15705,7326,8379
29441,5245,2409,2836
29442,15073,7154,7919
29443,4108,1922,2186
29444,515,249,266
29446,1025,501,524
29447,290,152,138
29449,2593,1378,1215
29450,701,360,341
29451,375,200,175
29452,970,450,520
29453,1281,598,683
30000,864262,407117,457145
30201,341947,161049,180898
30202,43905,20325,23580
30203,56820,26822,29998
30204,23034,10868,12166
30205,21015,10122,10893
30206,64316,30024,34292
30207,24342,11321,13021
30208,55851,26382,29469
30209,53479,25585,27894
30304,7235,3340,3895
30341,14572,6807,7765
30343,3444,1550,1894
30344,2589,1325,1264
30361,10032,4642,5390
30362,6095,2880,3215
30366,23819,11230,12589
30381,6040,2810,3230
30382,7676,3641,4035
30383,4636,2309,2327
30390,6927,3270,3657
30391,10698,5089,5609
30392,8355,4010,4345
30401,18448,8580,9868
30404,15091,7157,7934
30406,3210,1537,1673
30421,12724,5937,6787
30422,2687,1206,1481
30424,2167,1005,1162
30427,356,166,190
30428,12752,6128,6624
31000,523732,250541,273191
31201,179366,87061,92305
31202,143246,67915,75331
31203,43251,20395,22856
31204,31059,14818,16241
31302,10113,4846,5267
31325,2337,1109,1228
31328,5655,2615,3040
31329,14502,6935,7567
31364,5346,2590,2756
31370,15430,7376,8054
31371,14771,6982,7789
31372,13474,6476,6998
31384,3490,1642,1848
31386,13936,6630,7306
31389,9549,4549,5000
31390,9761,4650,5111
31401,3588,1721,1867
31402,2494,1137,1357
31403,2364,1094,1270
32000,629460,304148,325312
32201,193586,93685,99901
32202,48876,24021,24855
32203,169539,82000,87539
32204,41489,19706,21783
32205,29815,14373,15442
32206,33567,16094,17473
32207,20420,9670,10750
32209,32730,15803,16927
32343,10351,4965,5386
32386,4127,1968,2159
32441,2953,1405,1548
32448,3771,1839,1932
32449,9135,4409,4726
32501,6100,2871,3229
32505,5301,2581,2720
32525,2347,1126,1221
32526,2401,1209,1192
32527,575,300,275
32528,12377,6123,6254
33000,1808664,868734,939930
33100,707916,340150,367766
33101,311192,151790,159402
33102,145326,68253,77073
33103,88651,42000,46651
33104,162747,78107,84640
33202,462135,221819,240316
33203,92611,44469,48142
33204,51975,25128,26847
33205,41404,19664,21740
33207,35338,16836,18502
33208,68722,33191,35531
33209,25600,12516,13084
33210,24900,11833,13067
33211,28619,13732,14887
33212,34668,16686,17982
33213,40948,19546,21402
33214,38482,18495,19987
33215,23181,11150,12031
33216,30298,14568,15730
33346,12336,5898,6438
33423,12581,6030,6551
33445,10435,5012,5423
33461,12356,5947,6409
33586,711,350,361
33606,11131,5391,5740
33622,10388,4970,5418
33623,5100,2485,2615
33643,1245,599,646
33663,4042,1910,2132
33666,11629,5572,6057
33681,9913,4787,5126
34000,2683399,1301136,1382263
34100,1172423,564288,608135
34101,144267,68037,76230
34102,115348,55013,60335
34103,143636,70099,73537
34104,184911,89019,95892
34105,243794,118092,125702
34106,130297,61543,68754
34107,72391,35798,36593
34108,137779,66687,71092
34202,191653,92891,98762
34203,21756,10374,11382
34204,83913,40263,43650
34205,120346,58711,61635
34207,439994,213821,226173
34208,33347,16035,17312
34209,46587,22475,24112
34210,29598,14151,15447
34211,24652,12015,12637
34212,198496,100950,97546
34213,111953,53418,58535
34214,24755,11854,12901
34215,19744,9999,9745
34302,51213,24907,26306
34304,30048,14797,15251
34307,22445,10773,11672
34309,12030,5726,6304
34368,5051,2381,2670
34369,15934,7942,7992
34431,6574,3424,3150
34462,13621,6459,7162
34545,7266,3482,3784
35000,1264006,601651,662355
35201,237892,110854,127038
35202,152811,72967,79844
35203,190438,91227,99211
35204,39786,18374,21412
35206,109723,53278,56445
35207,55052,27028,28024
35208,119618,56597,63021
35210,46329,22067,24262
35211,28832,13316,15516
35212,28533,13357,15176
35213,20145,9444,10701
35215,131201,63976,67225
35216,56571,26939,29632
35305,12854,5987,6867
35321,5437,2651,2786
35341,1893,908,985
35343,13395,6422,6973
35344,10791,5030,5761
35502,2705,1229,1476
36000,675489,323052,352437
36201,241075,114645,126430
36202,51050,24238,26812
36203,33993,16544,17449
36204,64601,31448,33153
36205,35556,16740,18816
36206,31561,15040,16521
36207,25519,12269,13250
36208,20549,9852,10697
36301,4260,2013,2247
36302,1193,557,636
36321,1866,903,963
36341,23646,11189,12457
36342,4175,2000,2175
36368,6272,3017,3255
36383,3142,1446,1696
36387,5429,2563,2866
36388,7390,3487,3903
36401,14093,7012,7081
36402,22905,11069,11836
36403,34962,16760,18202
36404,12424,5974,6450
36405,10530,5036,5494
36468,6572,3133,3439
36489,12726,6117,6609
37000,907725,439187,468538
37201,407208,196887,210321
37202,106801,51884,54917
37203,47762,23012,24750
37204,29704,14832,14872
37205,54423,26163,28260
37206,42556,20378,22178
37207,25346,11996,13350
37208,56371,27000,29371
37322,11422,5416,6006
37324,12539,5967,6572
37341,25790,12358,13432
37364,2932,1567,1365
37386,18583,9096,9487
37387,21416,10405,11011
37403,7631,3553,4078
37404,21201,10931,10270
37406,16040,7742,8298
38000,1260088,599327,660761
38201,497041,233796,263245
38202,141735,67552,74183
38203,62715,29485,33230
38204,28473,13377,15096
38205,108640,52566,56074
38206,98665,47905,50760
38207,37365,18045,19320
38210,33460,15685,17775
38213,77151,37890,39261
38214,31551,14998,16553
38215,32781,15750,17031
38356,5808,3073,2735
38386,6301,3043,3258
38401,29004,13586,15418
38402,19597,9053,10544
38422,13724,6559,7165
38442,7077,3419,3658
38484,3312,1550,1762
38488,8638,3992,4646
38506,17050,8003,9047
39000,643437,304171,339266
39201,309383,144497,164886
39202,9650,4575,5075
39203,14625,6929,7696
39204,45413,21589,23824
39205,23839,11548,12291
39206,18310,9023,9287
39208,17239,8110,9129
39209,10388,4882,5506
39210,30502,14355,16147
39211,31293,15094,16199
39212,24423,11959,12464
39301,1849,927,922
39302,2724,1264,1460
39303,2263,1062,1201
39304,2022,990,1032
39305,1090,550,540
39306,649,311,338
39307,3553,1681,1872
39341,3022,1451,1571
39344,2761,1311,1450
39363,3430,1695,1735
39364,339,174,165
39386,19690,9341,10349
39387,4015,1962,2053
39401,5307,2462,2845
39402,11256,5261,5995
39403,4430,2053,2377
39405,2909,1403,1506
39410,4414,2065,2349
39411,4676,2219,2457
39412,13855,6644,7211
39424,3899,1899,2000
39427,1274,614,660
39428,8945,4271,4674
40000,5081879,2407363,2674516
40100,904289,427673,476616
40101,87349,40220,47129
40103,76576,36731,39845
40105,54060,26212,27848
40106,180182,84415,95767
40107,202764,96603,106161
40108,60908,28833,32075
40109,242450,114659,127791
40130,1663892,784735,879157
40131,339735,164479,175256
40132,264220,126412,137808
40133,216368,98031,118337
40134,270741,125139,145602
40135,213621,102034,111587
40136,134096,62983,71113
40137,225111,105657,119454
40202,101941,47231,54710
40203,296827,141010,155817
40204,53568,25213,28355
40205,122329,58610,63719
40206,44222,20102,24120
40207,60569,28672,31897
40210,57350,27158,30192
40211,47722,22896,24826
40212,29718,13818,15900
40213,70037,33872,36165
40214,22267,10368,11899
40215,38496,18070,20426
40216,58652,27640,31012
40217,105919,50479,55440
40218,109026,51810,57216
40219,103496,49417,54079
40220,97045,46081,50964
40221,72823,34664,38159
40223,58350,27770,30580
40224,69064,32368,36696
40225,25966,12207,13759
40226,24109,11441,12668
40227,31909,14754,17155
40228,47469,22423,25046
40229,33029,15380,17649
40230,100674,47978,52696
40231,47773,22815,24958
40341,37239,18641,18598
40342,31113,14955,16158
40343,45407,21795,23612
40344,29070,13981,15089
40345,32195,15513,16682
40348,9267,4400,4867
40349,48506,23966,24540
40381,12303,5900,6403
40382,27654,12956,14698
40383,30583,14288,16295
40384,18396,8635,9761
40401,6533,3128,3405
40402,14022,6598,7424
40421,12205,5746,6459
40447,30842,14735,16107
40448,1618,746,872
40503,15800,7554,8246
40522,13172,6253,6919
40544,19264,9272,9992
40601,9355,4364,4991
40602,7616,3586,4030
40604,7566,3501,4065
40605,13470,6177,7293
40608,4766,2140,2626
40609,2495,1159,1336
40610,19878,9326,10552
40621,37975,19949,18026
40625,16750,7923,8827
40642,6257,3007,3250
40646,6661,3154,3507
40647,15370,7360,8010
41000,781214,371728,409486
41201,227754,108137,119617
41202,110211,51786,58425
41203,74482,35799,38683
41204,16825,7891,8934
41205,49756,24318,25438
41206,45721,21735,23986
41207,26166,12318,13848
41208,43126,20584,22542
41209,24327,11339,12988
41210,29387,14148,15239
41327,16290,8022,8268
41341,17284,8207,9077
41345,9358,4455,4903
41346,25499,12225,13274
41387,4614,2401,2213
41401,17732,8247,9485
41423,5741,2656,3085
41424,9505,4493,5012
41425,20285,9533,10752
41441,7151,3434,3717
42000,1232190,581631,650559
42201,381738,176328,205410
42202,226189,107054,119135
42203,40445,18803,21642
42204,130267,62453,67814
42205,97512,46704,50808
42207,26412,12525,13887
42208,19325,9265,10060
42209,25316,12593,12723
42210,22363,10721,11642
42211,31456,14893,16563
42212,23482,11850,11632
42213,38226,18241,19985
42214,37344,17387,19957
42307,38734,18183,20551
42308,28966,13972,14994
42321,7125,3406,3719
42322,12325,5781,6544
42323,13713,6518,7195
42383,2018,947,1071
42391,13710,6534,7176
42411,15524,7473,8051
43000,1678090,796653,881437
43100,730854,345407,385447
43101,185413,87540,97873
43102,189030,89662,99368
43103,89598,41912,47686
43104,131743,62138,69605
43105,135070,64155,70915
43202,115453,53508,61945
43203,28803,13431,15372
43204,47347,22243,25104
43205,20806,9638,11168
43206,60562,28858,31704
43208,45561,21472,24089
43210,44764,21360,23404
43211,34526,16568,17958
43212,21404,10121,11283
43213,54556,25982,28574
43214,22959,10804,12155
43215,68105,32148,35957
43216,64344,31130,33214
43348,8035,3788,4247
43364,4862,2327,2535
43367,8045,3900,4145
43368,14531,7378,7153
43369,8477,4041,4436
43403,36941,18776,18165
43404,44548,22070,22478
43423,3444,1635,1809
43424,5880,2796,3084
43425,1195,626,569
43428,5367,2574,2793
43432,6852,3368,3484
43433,9172,4447,4725
43441,16574,7931,8643
43442,10104,4886,5218
43443,33542,16041,17501
43444,9450,4485,4965
43447,11670,5603,6067
43468,9984,4572,5412
43482,13880,6554,7326
43484,3827,1815,2012
43501,9617,4568,5049
43505,7876,3679,4197
43506,3254,1539,1715
43507,1782,836,946
43510,3774,1782,1992
43511,810,406,404
43512,2922,1355,1567
43513,2266,1101,1165
43514,13201,6155,7046
43531,6164,2949,3215
44000,1076875,513847,563028
44201,470172,226415,243757
44202,112267,51189,61078
44203,80169,39547,40622
44204,57943,27517,30426
44205,60692,28337,32355
44206,32729,15412,17317
44207,14057,6646,7411
44208,17696,8319,9377
44209,21277,10126,11151
44210,25281,12297,12984
44211,49040,23348,25692
44212,30504,14347,16157
44213,32612,15567,17045
44214,23676,11443,12233
44322,1503,709,794
44341,26954,12867,14087
44461,7463,3541,3922
44462,12840,6220,6620
45000,1018904,481252,537652
45201,389799,183842,205957
45202,160340,75381,84959
45203,109589,52007,57582
45204,45895,21626,24269
45205,40132,18746,21386
45206,56066,26602,29464
45207,14781,6930,7851
45208,26586,12497,14089
45209,15607,7417,8190
45341,24978,11639,13339
45361,7703,3650,4053
45382,17547,8216,9331
45383,6491,3074,3417
45401,18680,8995,9685
45402,15792,7743,8049
45403,893,452,441
45404,4465,2054,2411
45405,14015,6624,7391
45406,9353,4425,4928
45421,16158,7615,8543
45429,1257,633,624
45430,2179,1121,1058
45431,4091,1972,2119
45441,10375,5011,5364
45442,3118,1500,1618
45443,3014,1480,1534
46000,1512969,715952,797017
46201,580970,270610,310360
46203,96073,45950,50123
46204,17948,8248,9700
46206,17289,8142,9147
46208,49506,23316,26190
46210,35839,16701,19138
46213,14186,7277,6909
46214,12251,5730,6521
46215,87673,42696,44977
46216,45021,21229,23792
46217,29861,13949,15912
46218,120429,58159,62270
46219,25422,11985,13437
46220,30087,14062,16025
46221,27122,12961,14161
46222,38416,18364,20052
46223,29901,14129,15772
46224,21397,9967,11430
46225,76919,35994,40925
46303,363,185,178
46304,641,360,281
46392,17580,8212,9368
46404,8648,4206,4442
46452,8297,4069,4228
46468,11188,5327,5861
46482,5890,2787,3103
46490,5753,2737,3016
46491,5352,2618,2734
46492,12783,6283,6500
46501,6843,3407,3436
46502,4968,2520,2448
46505,10707,5293,5414
46523,1290,672,618
46524,1550,771,779
46525,7652,3822,3830
46527,5683,2710,2973
46529,5997,2938,3059
46530,9288,4531,4757
46531,5199,2628,2571
46532,5407,2680,2727
46533,5635,2807,2828
46534,5120,2571,2549
46535,4825,2349,2476
47000,1468220,722447,745773
47201,311073,150544,160529
47205,100158,48809,51349
47207,47735,24160,23575
47208,115716,55860,59856
47209,66084,32897,33187
47210,60664,30608,30056
47211,141894,69027,72867
47212,65669,31861,33808
47213,128437,64475,63962
47214,52012,26122,25890
47215,45350,22742,22608
47301,4131,2147,1984
47302,2842,1504,1338
47303,1512,838,674
47306,8761,4424,4337
47308,11825,5996,5829
47311,11215,5752,5463
47313,6319,3169,3150
47314,11152,5597,5555
47315,3727,1914,1813
47324,41532,20283,21249
47325,13229,6401,6828
47326,28436,13414,15022
47327,18052,8664,9388
47328,22910,11364,11546
47329,35280,17803,17477
47348,19267,9339,9928
47350,41513,20231,21282
47353,621,346,275
47354,830,445,385
47355,612,350,262
47356,234,139,95
47357,1172,688,484
47358,560,352,208
47359,1050,572,478
47360,1130,639,491
47361,6417,3457,2960
47362,32688,16056,16632
47375,938,522,416
47381,3963,2055,1908
47382,1510,881,629
